question_id,question_id,question_text,correct_answer_text,main_area,sub_area,topic,subtopic,source_exam,question_type
1140,,"Un varón de 42 años de edad presenta sufusión nasal, epistaxis y muchas máculas eritematosas, que al inicio conservan la sensibilidad. Tiene un engrosamiento cutáneo difuso y una facies leonina. ¿Cuál es el diagnostico mas probable?",Lepra lepromatosa.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LA PIEL,Enfermedad bacteriana de la piel,residentado,regular
1141,,¿En cuál de las siguientes formas de lepra es positiva siempre la reacción de Mitsuda?,Lepra tuberculoide.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Tuberculosis,residentado,regular
1142,,"Varón de 24 años presenta dermatitis ampollosa, poliforma, pruriginosa y dolorosa de Düring y Brocq, ¿cuál medida es mas correcta?",Dapsona.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LA PIEL,Enfermedad alérgica,residentado,regular
1143,,"Una mujer de 36 años de edad presenta desde hace 3 semanas una erupción no pruriginosa en el tronco y parte alta de los brazos, en forma de máculas eritematosas, ovaladas, con descamación fina, bordes algo elevados y eje mayor que sigue las líneas de tensión de la piel; hay lesión de mayor tamaño que el resto, sobre la escápula. No hay alteraciones auditivas. Diagnostico mas probable:",Pitiriasis rosada.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LA PIEL,Enfermedades virales de la piel,residentado,regular
1144,,"Mujer de 20 años presenta en primavera una mancha circinada color salmón con descamación en collarete localizada en el pecho y poco días después otras lesiones similares, pero mas pequeñas, diseminadas por el tronco. Son asintomáticas. Diagnostico mas probable:",Pitiriasis rosada.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LA PIEL,Enfermedades virales de la piel,residentado,regular
1145,,¿Cuál de las siguientes características es mas distintiva de la erisipela?,Bordes de la lesión muy bien delimitados,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LA PIEL,Enfermedad bacteriana de la piel,Examenes 2023/NEUROCIRUGIA;residentado,regular
1146,,"Mujer de 23 años con una placa eritematosa perioral, de progresión centrípeta, de borde bien limitado. En la analítica unos leucocitos de 12'34.106 y 89% de neutrófilos. ¿Cuál es su diagnóstico?",Erisipela.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LA PIEL,Enfermedad bacteriana de la piel,residentado,regular
1147,,"Un paciente de 34 años de edad presenta fiebre, artralgias, diarreas, odinofagia y malestar general. Nódulos tensos, profundos, edematosos, sobreelevados, dolorosos al roce y espontáneamente. Nódulos bilaterales y simétricos. No se esclerosaron ni ulceraron. Al inicio de color rojo brillante y en 3 semanas violáceos. Junto a la erupción, hay fiebre y artralgias. Diagnóstico más probable:",Paniculitis septal sin vasculitis.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LA PIEL,Enfermedad bacteriana de la piel,residentado,regular
1148,,Un paciente padece una foliculitis difusa alrededor de todo el cuerpo. Refiere haber estado hace dos días disfrutando de un sauna público. La etiología más probable es:,Foliculitis por Pseudomonas aeruginosa,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LA PIEL,Enfermedad bacteriana de la piel,residentado,regular
1149,,"La aparición de pápulas aplanadas y brillantes, violáceas, con una descamación fina blanquecina, intensamente pruriginosas, conforman lo que se ha dado en llamar:",Liquen plano.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LA PIEL,Enfermedad alérgica,residentado,regular
1150,,El liquen plano puede afectar:,"Piel, mucosas, uñas y cuero cabelludo",CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LA PIEL,Enfermedad alérgica,residentado,regular
1151,,"Si hay lesiones cutáneas aplanadas de pequeño tamaño y color violáceo estrías de Wickham de predominio en superficies de flexión con afectación de mucosas, prurito; sin historia familiar, se piensa primero en:",Liquen plano.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LA PIEL,Enfermedad alérgica,residentado,regular
1152,,"Un varón que frecuenta contactos sexuales sospechosos, tiene una úlcera blanda y dolorosa en el glande con una adenopatía supurada inguinal. ¿Qué microorganismo produce esta ETS?",Haemophilus ducreyi.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Infecciones de transmisión sexual,residentado,regular
1153,,"¿Cuál, referente a la leucoplasia vellosa oral que se asocia a infección por VIH, es incorrecta?",El primer implicado en su patogenia parece ser C. albicans.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,VIH-SIDA,Examenes 2018/PATOLOGIA;residentado,regular
1154,,La leucoplasia oral vellosa es ocasionada en presencia del VIH por:,Virus Epstein - Barr.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,VIH-SIDA,residentado,regular
1155,,"En los condilomas acuminados de la vulva, el agente causal es:",El papiloma virus HPV.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Infecciones de transmisión sexual,residentado,regular
1156,,"Un paciente de 40 años de edad muestra como único dato unas máculas de color rosado por todo el cuerpo, sin respetar la palma de las manos, ¿cuál es su primer diagnóstico?",Sífilis secundaria.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Infecciones de transmisión sexual,residentado,regular
1157,,Manifestación cutánea mas característica de la sífilis terciaria:,Gomas luéticos,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Infecciones de transmisión sexual,residentado,regular
1158,,El chancro luético suele ser:,Único e indurado al tacto,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Infecciones de transmisión sexual,residentado,regular
1159,,Uno de los siguientes procesos es debido a una alteración metabólica del zinc:,Acrodermatitis enteropática.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Desnutrición y avitaminosis,residentado,regular
1160,,"Varón presenta ampollas subepidérmicas con necrosis epidérmica, grave alteración del estado general y afectación de mucosas, Nikolsky positivo sólo en las lesiones. Diagnostico mas probable:",Necrolisis epidermica toxica,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LA PIEL,Enfermedad alérgica,residentado,regular
1161,,"Varón de 23 años de edad, inicio reciente de una úlcera dolorosa en la pierna que desarrolló después de un traumatismo contuso muy leve en la piel. Esta úlcera profunda tenía borde notablemente violáceo y socavado, con licuefacción de su centro, compatible con pioderma gangrenoso. Los problemas concurrentes incluyen estos EXCEPTO:",Sarcoidosis,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LA PIEL,Enfermedad bacteriana de la piel,residentado,regular
1162,,Las glándulas sudoríparas de la planta del pie son de tipo:,Ecrino.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LA PIEL,Enfermedad alérgica,residentado,regular
1163,,"Politraumatizado que ingresa a emergencia en shock, estado inconciente sin lesiones sangrantes. ¿Cuál debería ser la prioridad en el manejo?",Control de la vía aérea,CLÍNICO QUIRÚRGICAS,CIRUGÍA,CIRUGÍA GENERAL,Politraumatismo,Examenes 2018/PRUEBA B;residentado,regular
1164,,"Politraumatizado que ingresa a emergencia con dolor abdominal difuso, palidez marcada, taquicardia e hipotensión. Hematocrito: 20%. ¿Cuál es el procedimiento inicial de elección para el diagnóstico?",Ecografía abdominal,CLÍNICO QUIRÚRGICAS,CIRUGÍA,CIRUGÍA GENERAL,Politraumatismo,Examenes - 2019/RADIOLOGÍA;residentado,regular
1165,,"Varón de 27 años, luego de aplicarse ampolla de penicilina, presenta dificultad respiratoria severa, motivo por el cual acude a emergencia. Examen: FR: 32X', Sat 02: 70%, pulso: 110X', edema de cara y cuello, pulmones: murmullo vesicular pasa con dificultad, estridor laringeo. Se diagnostica shock anafilático ¿Cuál es el procedimiento de elección para permeabilizar la vía aérea?",Cricotiroidotomía,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL APARATO RESPIRATORIO,Falla Respiratoria,Examenes 2018/PRUEBA B;residentado,regular
1166,,"Varón de 65 años, ingresa a emergencia por fiebre, taquipnea, oliguria. Antecedente de hipertrofia prostática benigna, portador de sonda vesical. Examen: PA: 80/40 mmHg, FC: 98X', FR: 24X', soporoso, ictericia de piel y escleras. Laboratorio: leucocitosis con desviación izquierda, trombocitopenia, lactato elevado. ¿Cuál es el tratamiento inicial para la hipoperfusión?",Cristaloides,CLÍNICO MÉDICAS,EMERGENCIAS Y CUIDADOS CRÍTICOS ADULTOS,INSUFICIENCIA O FALLA CIRCULATORIA. SHOCK,INSUFICIENCIA O FALLA CIRCULATORIA. SHOCK,Examenes 2018/CIRUGIA;residentado,regular
1167,,"En un paciente politraumatizado, que ingresa con inestabilidad hemodinámica y sin dificultad respiratoria. ¿Cuál es el manejo terapéutico prioritario?",Control del sangrado,CLÍNICO QUIRÚRGICAS,CIRUGÍA,CIRUGÍA GENERAL,Politraumatismo,Examenes 2018/ANESTESIOLOGIA;residentado,regular
1168,,"Mujer de 45 años, luego de discusión familiar ingiere 30 tabletas de amitriptilina, llega a emergencia en sopor, hipotensa, taquicárdica y midriática. EKG: QRS ancho y QT prolongado.  Luego de proteger la vía aérea. ¿Cuál es el medicamento a usar?",Bicarbonato de sodio,CLÍNICO MÉDICAS,EMERGENCIAS Y CUIDADOS CRÍTICOS ADULTOS,"INTOXICACIONES, ENVENENAMIENTOS AGUDOS","INTOXICACIONES, ENVENENAMIENTOS AGUDOS",Examenes 2018/PSIQUIATRIA;residentado,regular
1169,,"Varón de 35 años que sufre caída de moto, hemodinámicamente estable, hace 2 horas hematuria. ¿Que solicitaría para determinar la lesión?",Tomografía,CLÍNICO QUIRÚRGICAS,CIRUGÍA,CIRUGÍA GENERAL,Politraumatismo,Examenes 2024/CIRUGÍA DE TORAX;residentado,regular
1170,,"Niño de 5 años tuvo caída con bicicleta. Examen: hematoma en hipocondrio izquierdo, no reacción peritoneal. ¿Cuál es el órgano probablemente lesionado?",Bazo,CLÍNICO QUIRÚRGICAS,CIRUGÍA,CIRUGÍA GENERAL,Traumatismo abdominal cerrado,Examenes 2017/prueba b;residentado,regular
1171,,"Varón de 20 años que tuvo traumatismo abdominal contuso (rodillazo en el abdomen). 48 horas después temperatura de 39°C, dolor abdominal. Examen: reacción peritoneal, leucocitosis 21,000 x dl. ¿Cuál es el órgano lesionado?",Páncreas,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LAS VÍAS DIGESTIVAS,Pancreatitis,Examenes 2022/Cirugía General;residentado,regular
1172,,¿Qué lesión detecta la ecografía en pacientes con traumatismo abdominal cerrado?,Hepática,CLÍNICO QUIRÚRGICAS,CIRUGÍA,CIRUGÍA GENERAL,Traumatismo abdominal cerrado,Examenes 2017/prueba a;residentado,regular
1173,,"Varón de 24 años, que hace 3 horas sufre accidente de tránsito. Hemodinámicamente estable. Refiere dolor abdominal y nauseas. Examen: dolor abdominal en epigastrio, contractura y reacción peritoneal generalizada. Leucocitos 18.000 x mm3. ¿Cuál es el órgano lesionado?",Intestino delgado,CLÍNICO QUIRÚRGICAS,CIRUGÍA,CIRUGÍA GENERAL,Traumatismo abdominal cerrado,Examenes 2024/CIRUGÍA;residentado,regular
1174,,"Mujer de 60 años politraumatizada, con diagnóstico de fractura de pelvis estable. Examen: PA: 90/60 mmHg, abdomen ligeramente doloroso sin reacción peritoneal. Ecografía FAST negativa. ¿Cuál es el manejo inicial?",Reposición de volumen,CLÍNICO MÉDICAS,EMERGENCIAS Y CUIDADOS CRÍTICOS ADULTOS,INSUFICIENCIA O FALLA CIRCULATORIA. SHOCK,,residentado,regular
1175,,"Varón de 30 años, politraumatizado por accidente de tránsito, es evaluado en emergencia. Examen: ansioso, confuso, pálido, pulso: >120 X', hipotenso, FR:30-40 X' y diuresis: 5-15 ml/h.  Abdomen distendido y doloroso; se sospecha hemoperitoneo. ¿Qué clase de shock hemorrágico presenta?",III,CLÍNICO MÉDICAS,EMERGENCIAS Y CUIDADOS CRÍTICOS ADULTOS,INSUFICIENCIA O FALLA CIRCULATORIA. SHOCK,,Examenes 2022/Cirugía General;residentado,regular
1176,,¿Cuáles son los componentes de la llamada triada mortal en shock hemorrágico severo?,"Hipotermia, coagulopatía y acidosis metabólica.",CLÍNICO MÉDICAS,EMERGENCIAS Y CUIDADOS CRÍTICOS ADULTOS,INSUFICIENCIA O FALLA CIRCULATORIA. SHOCK,,residentado,regular
1177,,"Durante la intervención quirúrgica de un paciente con traumatismo abdominal por arma de fuego, se evidencia lesión hepática grado II, para controlar el sangrado se decide realizar la maniobra de Pringle. ¿En qué consiste?",Oclusion transitoria del ligamento hepatoduodenal,CLÍNICO QUIRÚRGICAS,CIRUGÍA,CIRUGÍA GENERAL,Traumatismo abdominal abierto,Examenes 2023/CIRUGIA GENERAL;residentado,regular
1178,,¿Cuál es la incisión de elección en un paciente que presenta una herida de bala en el abdomen?,Mediana.,CLÍNICO QUIRÚRGICAS,CIRUGÍA,CIRUGÍA GENERAL,Traumatismo abdominal abierto,Examenes 2024/CIRUGÍA;residentado,regular
1179,,"Varón de 18 años, que es agredido con proyectil de arma de fuego en la cabeza. Al examen neurológico: apertura ocular al estímulo doloroso, sonidos incomprensibles y flexión anormal. ¿Cuál es el score de la Escala de Coma de Glasgow?",7,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Coma,residentado,regular
1180,,"Varón de 65 años, con accidente cerebrovascular que requiere ventilación asistida; con historia de reflujo gastroesofágico severo. ¿Cuál es la medida más apropiada para evitar el reflujo y la broncoaspiración?",Alimentación por sonda nasoyeyunal,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LAS VÍAS DIGESTIVAS,Enfermedad esofágica por reflujo,Examenes 2022/Radiología;residentado,regular
1181,,"En un paciente con convulsiones y coma por pérdida de sodio. ¿Cuál es el valor de sodio sérico, en mEq/L, que esperaría encontrar?",115,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS RENALES,Alteraciones del equilibrio hidroelectrolítico,Examenes 2023/CIRUGÍA DE TORÁX Y CARDIOVASCULAR;residentado,regular
1182,,"Varón de 35 años que sufre accidente de tránsito y es llevado a Emergencia politraumatizado. Al Examen físico: FC: 120 , PA: 90/60 mm Hg, FR: 26. En coma. ¿Cuál es el manejo inicial?",Asegurar vía aérea,CLÍNICO MÉDICAS,EMERGENCIAS Y CUIDADOS CRÍTICOS ADULTOS,INSUFICIENCIA O FALLA RESPIRATORIA AGUDA Y CRÓNICA,,Examenes 2023/UROLOGÍA;residentado,regular
1183,,En el manejo inicial del paciente politraumatizado ¿Cuál es la prioridad?,Despejar la vía aérea y proteger el cuello.,CLÍNICO QUIRÚRGICAS,CIRUGÍA,CIRUGÍA GENERAL,Politraumatismo,Examenes 2024/CIRUGÍA;residentado,regular
1184,,En la reanimación cardiopulmonar  (RCP) básica está indicado usar....,Masaje cardiaco antes de la ventilación.,CLÍNICO MÉDICAS,EMERGENCIAS Y CUIDADOS CRÍTICOS ADULTOS,PARO CARDIO RESPIRATORIO,PARO CARDIO RESPIRATORIO,residentado,regular
1185,,"Varón de 34 años, es traído a la emergencia por los bomberos en estado de inconciencia. Medico confirma que se encuentra en parocardiorespiratorio e inicia la reanimación cardiorrespiratoria. Si el medico se encuentra solo. ¿Cuál es la relación correcta entre el numero de insuflaciones pulmonares y el numero de compresiones del tórax?",1930-02-01 00:00:00,CLÍNICO MÉDICAS,EMERGENCIAS Y CUIDADOS CRÍTICOS ADULTOS,PARO CARDIO RESPIRATORIO,PARO CARDIO RESPIRATORIO,residentado,regular
1186,,Varón de 20 años que hace 8 horas presenta quemadura circular en antebrazo de II grado profunda. ¿Cuál es el tratamiento quirúrgico más recomendado para evitar el síndrome compartimental?,Escarotomia,CLÍNICO QUIRÚRGICAS,CIRUGÍA,CIRUGÍA GENERAL,Quemaduras,Examenes 2022/Cirugía General;residentado,regular
1187,,"Varón de 30 años sufre quemadura con agua hervida. Examen: lesión que compromete  ambas caras anteriores de las extremidades inferiores. Según la regla de los nueves, ¿Cuál es la extensión de la quemadura?",18%.,CLÍNICO QUIRÚRGICAS,CIRUGÍA,QUEMADOS,Criterios de evaluación de quemaduras,residentado,regular
1188,,Las quemaduras que comprometen desde la epidermis hasta la zona profunda la dermis se clasifican como:,Segundo grado profundo.,CLÍNICO QUIRÚRGICAS,CIRUGÍA,QUEMADOS,"Diagnóstico, clasificación y manejo en la emergencia",residentado,regular
1189,,"Varón 55 años, obesidad mórbida, hospitalizado por fiebre de 5 días de evolución cuya etiología está en estudio. Al segundo día, presenta crisis de excitación y se prescribe diazepam endovenoso (10 mg en 3 minutos). A las dos horas no despierta. Al examen: FC: 90 x', PA: 90/48 mmHg, Glasgow: 9, no signos neurológicos de focalización, no cianosis. gases arteriales: pH 7.24; CO2: 50; HCO3: 18; SatO2: 95%; CI: 98; Na: 132; K: 5. La primera terapia a indicar es:",Soporte ventilatorio más antibióticoterapia empírica.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL APARATO RESPIRATORIO,Falla Respiratoria,residentado,regular
1190,,"¿Cuál de los siguientes factores o condiciones que intervienen en las infecciones intrahospitalarias, está más asociado con una infección de sitio quirúrgico por estafilococo?",Inadecuado lavado de manos.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Infecciones intrahospitalarias,residentado,regular
1191,,Para revertir el shock hipovolémico por deshidratación se recomienda la solución fisiológica (CINa 0.9%) en forma rápida a razón de… ml/kg de peso.,10 a 20.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL APARATO CARDIOVASCULAR,Choque en general,residentado,regular
1192,,"Paciente que acude a emergencia por accidente de tránsito trasladado por los bomberos. Examen: PA: 100/70 mmHg, pulso rápido y filiforme, piel fría, pálida y pegajosa; sed intensa, respiración rápida y adormecimiento. ¿Qué tipo de shock presenta?",Hipovolémico.,CLÍNICO MÉDICAS,EMERGENCIAS Y CUIDADOS CRÍTICOS ADULTOS,INSUFICIENCIA O FALLA CIRCULATORIA. SHOCK,,residentado,regular
1193,,En el trauma abdominal cerrado ¿Cuál es el signo más importante para determinar exploración quirúrgica inmediata?,Rigidez abdominal.,CLÍNICO QUIRÚRGICAS,CIRUGÍA,CIRUGÍA GENERAL,Traumatismo abdominal cerrado,Examenes 2024/CIRUGÍA DE TORAX;residentado,regular
1194,,Varón de 20 años que sufre trauma abdominal cerrado tras accidente de tránsito con hemorragia significativa. ¿Qué reacciones compensatorias rápidas se activan para conservar su volemia?,Vasoconstricción y aumento de secreción de adrenalina.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL APARATO CARDIOVASCULAR,Choque en general,residentado,regular
1195,,"Varón de 50 años que sufre traumatismo abdominal cerrado teniendo como hallazgo operatorio hematoma retroperitoneal en la zona II, ¿Cuál és el manejo más adecuado?",Observación.,CLÍNICO QUIRÚRGICAS,CIRUGÍA,CIRUGÍA GENERAL,Traumatismo abdominal cerrado,Examenes - 2019/CIRUGIA;residentado,regular
